,host_has_profile_pic,host_identity_verified,latitude,longitude,accommodates,bedrooms,beds,amenities,price,minimum_nights,number_of_reviews,review_score,room_type,bathroom,geometry,index_right,neighbourhood,"Rate per 100,000 population",area,nearby_attractions_count,nearby_restaurants_count,nearby_amenities_count,nearby_transportaion_count,buildings_density,restaurant_types_score,transportaion_avalibility_score,price_bins
0,1,1,-37.76606,144.97951,2,1.0,1.0,,49.0,5,176,4.504700427486193,2,4,POINT (144.97951 -37.76606),15,moreland,5506.5,0.00521644428250011,251,66,10,11,582,0.9,0.3333333333333333,0
17,1,1,-37.77542,144.96894,2,1.0,1.0,,111.0,3,358,4.868917166895244,0,2,POINT (144.96894 -37.77542),15,moreland,5506.5,0.00521644428250011,423,170,10,2,805,0.9,0.16666666666666666,2
22,1,1,-37.77326,144.95552,2,1.0,1.0,,75.0,3,20,4.979532281128015,2,4,POINT (144.95552 -37.77326),15,moreland,5506.5,0.00521644428250011,373,140,1,3,970,0.9,0.16666666666666666,1
37,1,1,-37.75581,144.96868,4,2.0,2.0,,123.0,4,259,4.752795461646416,0,2,POINT (144.96868 -37.75581),15,moreland,5506.5,0.00521644428250011,152,98,3,8,330,0.9,0.3333333333333333,2
71,1,1,-37.76925,144.95275,2,1.0,1.0,,127.0,2,307,4.857360811170064,0,2,POINT (144.95275 -37.76925),15,moreland,5506.5,0.00521644428250011,262,113,3,5,783,0.9,0.16666666666666666,2
150,1,1,-37.76158,144.97089,3,2.0,2.0,,190.0,4,72,4.838959755459508,0,2,POINT (144.97089 -37.76158),15,moreland,5506.5,0.00521644428250011,219,116,3,7,610,0.9,0.3333333333333333,3
153,1,1,-37.77088,144.97016,2,1.0,1.0,,135.0,3,213,4.820837271017277,0,2,POINT (144.97016 -37.77088),15,moreland,5506.5,0.00521644428250011,340,184,13,9,968,0.9,0.3333333333333333,2
170,1,1,-37.74898,144.96312,16,7.0,10.0,,701.0,3,126,4.79035175104647,0,20,POINT (144.96312 -37.74898),15,moreland,5506.5,0.00521644428250011,117,86,4,2,230,0.9,0.16666666666666666,10
172,1,1,-37.77628,144.96776,4,2.0,2.0,,280.0,1,173,4.944503511914039,0,5,POINT (144.96776 -37.77628),15,moreland,5506.5,0.00521644428250011,433,165,1,2,822,0.9,0.16666666666666666,5
224,1,0,-37.77370559624642,144.9752888224157,2,1.0,2.0,,80.0,1,0,0.0,2,5,POINT (144.9752888224157 -37.77370559624642),15,moreland,5506.5,0.00521644428250011,378,135,5,4,740,0.9,0.16666666666666666,1
237,1,1,-37.77756,144.96076,5,2.0,2.0,,216.0,3,16,4.547703024727192,0,2,POINT (144.96076 -37.77756),15,moreland,5506.5,0.00521644428250011,454,115,21,7,985,1.0,0.3333333333333333,4
241,1,1,-37.77549,144.94862,2,1.0,1.0,,80.0,28,63,4.882749115854222,0,2,POINT (144.94862 -37.77549),15,moreland,5506.5,0.00521644428250011,374,32,9,8,750,0.9,0.3333333333333333,1
270,1,0,-37.7059,144.92506,2,1.0,2.0,,100.0,3,0,0.0,2,2,POINT (144.92506 -37.7059),15,moreland,5506.5,0.00521644428250011,15,3,0,0,142,0.3,0.0,1
298,1,1,-37.75841,144.95131,5,3.0,4.0,,350.0,7,14,4.698379305375778,0,2,POINT (144.95131 -37.75841),15,moreland,5506.5,0.00521644428250011,139,30,3,4,442,0.7,0.16666666666666666,6
323,1,1,-37.75636,144.95696,2,1.0,1.0,,85.0,1,109,4.921663413122261,2,2,POINT (144.95696 -37.75636),15,moreland,5506.5,0.00521644428250011,141,82,1,4,360,0.9,0.16666666666666666,1
336,1,1,-37.7685,144.96817,2,1.0,2.0,,99.0,2,424,4.839504478238281,0,2,POINT (144.96817 -37.7685),15,moreland,5506.5,0.00521644428250011,303,236,0,3,999,0.9,0.16666666666666666,1
367,1,1,-37.72267,144.95971,1,1.0,1.0,,76.0,2,34,4.746455812828876,0,2,POINT (144.95971 -37.72267),15,moreland,5506.5,0.00521644428250011,55,23,11,2,483,0.6,0.3333333333333333,1
405,1,1,-37.75719,144.95088,4,2.0,2.0,,101.0,3,262,4.70892510344618,0,2,POINT (144.95088 -37.75719),15,moreland,5506.5,0.00521644428250011,133,27,2,4,423,0.7,0.16666666666666666,2
485,1,1,-37.72044,144.96969,3,1.0,1.0,,54.0,5,44,4.66063797243064,2,4,POINT (144.96969 -37.72044),15,moreland,5506.5,0.00521644428250011,55,14,3,5,632,0.6,0.16666666666666666,1
486,1,1,-37.72192,144.97158,2,2.0,1.0,,54.0,5,64,4.577352427561637,2,4,POINT (144.97158 -37.72192),15,moreland,5506.5,0.00521644428250011,57,10,0,2,481,0.6,0.16666666666666666,1
519,1,1,-37.74447,144.96421,2,1.0,1.0,,113.0,1,333,4.877913985841572,0,2,POINT (144.96421 -37.74447),15,moreland,5506.5,0.00521644428250011,102,82,33,9,244,0.9,0.5,2
530,1,1,-37.77593,144.95918,4,3.0,3.0,,400.0,5,203,4.96272828032013,0,2,POINT (144.95918 -37.77593),15,moreland,5506.5,0.00521644428250011,433,125,31,9,988,1.0,0.5,7
607,1,1,-37.77044,144.96602,4,2.0,2.0,,95.0,14,91,4.892363826453887,0,5,POINT (144.96602 -37.77044),15,moreland,5506.5,0.00521644428250011,331,243,3,6,1119,0.9,0.16666666666666666,1
610,1,1,-37.77467,144.97338,2,1.0,1.0,,79.0,7,0,0.0,0,2,POINT (144.97338 -37.77467),15,moreland,5506.5,0.00521644428250011,401,126,14,7,612,0.9,0.3333333333333333,1
617,1,1,-37.74632,144.95548,2,1.0,1.0,,120.0,5,3,4.944221522042165,0,2,POINT (144.95548 -37.74632),15,moreland,5506.5,0.00521644428250011,104,17,3,2,83,0.7,0.16666666666666666,2
619,1,0,-37.75173,144.96746,2,1.0,2.0,,160.0,1,0,0.0,3,4,POINT (144.96746 -37.75173),15,moreland,5506.5,0.00521644428250011,130,88,7,2,247,0.9,0.16666666666666666,3
676,1,1,-37.7457,144.97534,2,1.0,1.0,,79.0,28,38,4.896708726417581,0,2,POINT (144.97534 -37.7457),15,moreland,5506.5,0.00521644428250011,95,44,7,9,157,0.7,0.3333333333333333,1
723,1,1,-37.77795,144.9773,10,4.0,5.0,,458.0,1,355,4.819741281978346,0,12,POINT (144.9773 -37.77795),15,moreland,5506.5,0.00521644428250011,427,148,12,10,574,0.9,0.3333333333333333,9
734,1,1,-37.77793,144.97482,2,1.0,1.0,,110.0,2,135,4.9279545596418295,0,2,POINT (144.97482 -37.77793),15,moreland,5506.5,0.00521644428250011,434,126,3,6,553,0.9,0.16666666666666666,2
737,1,1,-37.77188,144.97131,6,3.0,4.0,,450.0,7,4,4.999999999999999,0,8,POINT (144.97131 -37.77188),15,moreland,5506.5,0.00521644428250011,363,144,23,7,812,0.9,0.3333333333333333,8
739,1,1,-37.77597,144.94865,4,2.0,2.0,,250.0,2,36,4.80444420613763,0,5,POINT (144.94865 -37.77597),15,moreland,5506.5,0.00521644428250011,377,33,14,8,758,0.9,0.3333333333333333,4
754,1,1,-37.76051,144.94421,4,2.0,2.0,,118.0,2,96,4.900194408243517,0,2,POINT (144.94421 -37.76051),15,moreland,5506.5,0.00521644428250011,137,33,6,12,864,0.7,0.3333333333333333,2
787,1,1,-37.76416,144.97814,1,2.0,1.0,,80.0,2,46,4.906517272815936,2,2,POINT (144.97814 -37.76416),15,moreland,5506.5,0.00521644428250011,238,72,2,6,560,0.9,0.16666666666666666,1
806,1,1,-37.77331,144.96243,4,2.0,2.0,,140.0,3,57,4.860596706274902,0,8,POINT (144.96243 -37.77331),15,moreland,5506.5,0.00521644428250011,383,191,33,10,1113,0.9,0.3333333333333333,2
845,1,1,-37.73425,144.93738,1,1.0,1.0,,65.0,1,25,4.981084302598808,2,4,POINT (144.93738 -37.73425),15,moreland,5506.5,0.00521644428250011,53,20,1,0,79,0.7,0.0,1
850,1,1,-37.737932656480886,144.97230647842332,2,1.0,1.0,,47.0,2,20,4.886835053908873,2,6,POINT (144.9723064784233 -37.73793265648089),15,moreland,5506.5,0.00521644428250011,75,66,1,4,231,0.8,0.16666666666666666,0
869,1,1,-37.77159,144.97775,2,1.0,1.0,,105.0,1,84,4.89095247946966,2,4,POINT (144.97775 -37.77159),15,moreland,5506.5,0.00521644428250011,331,133,12,8,748,0.9,0.3333333333333333,2
911,1,1,-37.76289,144.96167,6,2.0,3.0,,350.0,2,244,4.922144330169034,0,8,POINT (144.96167 -37.76289),15,moreland,5506.5,0.00521644428250011,216,139,47,13,668,0.9,0.5,6
928,1,1,-37.70533,144.93036,2,1.0,1.0,,70.0,2,90,4.895964376632881,2,4,POINT (144.93036 -37.70533),15,moreland,5506.5,0.00521644428250011,18,4,0,0,24,0.4,0.0,1
940,1,1,-37.75476,144.93639,2,1.0,1.0,,130.0,5,45,4.809005654617179,0,2,POINT (144.93639 -37.75476),15,moreland,5506.5,0.00521644428250011,113,25,2,3,847,0.6,0.16666666666666666,2
948,1,1,-37.76074,144.96615,2,1.0,1.0,,82.0,13,64,4.897975248904782,2,3,POINT (144.96615 -37.76074),15,moreland,5506.5,0.00521644428250011,199,147,3,7,625,0.9,0.3333333333333333,1
997,1,1,-37.74374,144.97709,2,1.0,1.0,,86.0,1,6,4.931847228994299,2,4,POINT (144.97709 -37.74374),15,moreland,5506.5,0.00521644428250011,90,10,6,10,78,0.4,0.3333333333333333,1
1034,1,1,-37.73674,144.95881,8,4.0,5.0,,480.0,10,9,4.978209037435896,0,8,POINT (144.95881 -37.73674),15,moreland,5506.5,0.00521644428250011,79,74,0,5,174,0.8,0.16666666666666666,9
1068,1,1,-37.76741,144.97941,2,0.0,1.0,,80.0,1,192,4.894205418989788,0,2,POINT (144.97941 -37.76741),15,moreland,5506.5,0.00521644428250011,262,72,14,9,605,0.9,0.3333333333333333,1
1110,1,1,-37.71979,144.96997,2,2.0,1.0,,46.0,5,32,4.606784833686427,2,4,POINT (144.96997 -37.71979),15,moreland,5506.5,0.00521644428250011,55,11,2,6,632,0.6,0.16666666666666666,0
1120,1,1,-37.76045333143786,144.95834864764947,3,1.0,2.0,,180.0,3,17,4.989858458553121,0,2,POINT (144.9583486476495 -37.76045333143786),15,moreland,5506.5,0.00521644428250011,178,117,5,5,526,0.9,0.3333333333333333,3
1186,1,1,-37.76802,144.93901,1,1.0,1.0,,42.0,21,81,4.870016749840002,2,9,POINT (144.93901 -37.76802),15,moreland,5506.5,0.00521644428250011,193,15,3,4,614,0.6,0.16666666666666666,0
1263,1,0,-37.77325,144.97367,8,3.0,4.0,,324.0,2,213,4.836137779890894,0,8,POINT (144.97367 -37.77325),15,moreland,5506.5,0.00521644428250011,376,135,16,8,733,0.9,0.3333333333333333,6
1295,1,1,-37.74818,144.96714,2,1.0,1.0,,50.0,2,97,4.941734568350398,2,4,POINT (144.96714 -37.74818),15,moreland,5506.5,0.00521644428250011,111,85,3,2,236,0.9,0.16666666666666666,0
1355,1,1,-37.72017,144.92536,4,2.0,2.0,,113.0,1,102,4.756427692949271,0,2,POINT (144.92536 -37.72017),15,moreland,5506.5,0.00521644428250011,32,4,0,0,148,0.3,0.0,2
1377,1,1,-37.77869,144.97633,6,2.0,2.0,,217.0,1,89,4.707620597163998,0,2,POINT (144.97633 -37.77869),15,moreland,5506.5,0.00521644428250011,435,142,13,9,559,0.9,0.3333333333333333,4
1399,1,1,-37.77418,144.97238,2,1.0,1.0,,120.0,4,167,4.848886974102251,0,2,POINT (144.97238 -37.77418),15,moreland,5506.5,0.00521644428250011,397,128,17,8,671,0.9,0.3333333333333333,2
1428,1,1,-37.77737,144.97534,3,1.0,1.0,,67.0,2,3,4.516113798987654,0,2,POINT (144.97534 -37.77737),15,moreland,5506.5,0.00521644428250011,428,128,1,4,555,0.9,0.16666666666666666,1
1441,1,1,-37.75626,144.93558,2,1.0,1.0,,115.0,1,56,4.877731300070556,0,5,POINT (144.93558 -37.75626),15,moreland,5506.5,0.00521644428250011,123,18,6,4,779,0.6,0.16666666666666666,2
1475,1,1,-37.77497,144.98358,7,3.0,5.0,,180.0,1,155,4.894416978756504,0,2,POINT (144.98358 -37.77497),15,moreland,5506.5,0.00521644428250011,372,85,1,3,538,0.8,0.16666666666666666,3
1526,1,1,-37.77231,144.9529,2,1.0,1.0,,62.0,1,207,4.913678294434338,2,6,POINT (144.9529 -37.77231),15,moreland,5506.5,0.00521644428250011,331,116,3,3,827,0.9,0.16666666666666666,1
1528,1,1,-37.76496,144.95825,4,2.0,2.0,,1000.0,90,11,4.813585970646577,0,2,POINT (144.95825 -37.76496),15,moreland,5506.5,0.00521644428250011,224,150,1,5,858,0.8,0.16666666666666666,10
1579,1,1,-37.76659,144.9492,4,1.0,2.0,,123.0,2,42,4.868096820399416,0,2,POINT (144.9492 -37.76659),15,moreland,5506.5,0.00521644428250011,209,46,13,7,535,0.8,0.16666666666666666,2
1597,1,1,-37.7536,144.94941,3,1.0,2.0,,95.0,14,22,4.746431801147306,0,2,POINT (144.94941 -37.7536),15,moreland,5506.5,0.00521644428250011,122,23,4,6,335,0.6,0.16666666666666666,1
1680,1,1,-37.77434,144.95536,2,1.0,1.0,,118.0,30,36,4.760862371286925,2,2,POINT (144.95536 -37.77434),15,moreland,5506.5,0.00521644428250011,391,138,6,3,998,1.0,0.16666666666666666,2
1759,1,1,-37.72212,144.91984,2,1.0,1.0,,40.0,3,97,4.910375459690632,2,4,POINT (144.91984 -37.72212),15,moreland,5506.5,0.00521644428250011,27,4,1,0,93,0.2,0.0,0
1762,1,1,-37.77037,144.96274,2,0.0,1.0,,144.0,2,213,4.838834539981875,0,2,POINT (144.96274 -37.77037),15,moreland,5506.5,0.00521644428250011,332,214,22,8,1129,0.9,0.3333333333333333,2
1826,1,1,-37.76578,144.94042,1,1.0,1.0,,34.0,25,37,4.835592296460654,2,4,POINT (144.94042 -37.76578),15,moreland,5506.5,0.00521644428250011,171,24,7,2,598,0.7,0.16666666666666666,0
1931,1,1,-37.76435,144.96771,2,1.0,2.0,,70.0,7,6,4.52368854743133,2,3,POINT (144.96771 -37.76435),15,moreland,5506.5,0.00521644428250011,254,179,0,6,792,0.9,0.16666666666666666,1
1932,1,1,-37.76406,144.96747,2,1.0,2.0,,70.0,7,13,4.5666640368242195,2,3,POINT (144.96747 -37.76406),15,moreland,5506.5,0.00521644428250011,250,180,0,7,790,0.9,0.16666666666666666,1
1933,1,1,-37.76593,144.96579,1,1.0,1.0,,65.0,7,15,4.62568874100125,2,3,POINT (144.96579 -37.76593),15,moreland,5506.5,0.00521644428250011,272,196,3,4,881,0.9,0.16666666666666666,1
1938,1,1,-37.69998,144.9093,7,3.0,5.0,,193.0,2,328,4.7348412876689325,0,8,POINT (144.9093 -37.69998),15,moreland,5506.5,0.00521644428250011,9,3,0,0,99,0.3,0.0,3
1950,1,1,-37.76625,144.96717,1,1.0,1.0,,60.0,7,16,4.3966610535653246,2,3,POINT (144.96717 -37.76625),15,moreland,5506.5,0.00521644428250011,277,195,1,5,872,0.9,0.16666666666666666,1
1951,1,1,-37.76632,144.96555,1,1.0,1.0,,60.0,7,19,4.638529728619646,2,3,POINT (144.96555 -37.76632),15,moreland,5506.5,0.00521644428250011,274,210,3,6,896,0.9,0.16666666666666666,1
1952,1,1,-37.76596,144.96744,1,1.0,1.0,,60.0,7,15,4.478815726297175,2,3,POINT (144.96744 -37.76596),15,moreland,5506.5,0.00521644428250011,274,192,1,6,860,0.9,0.16666666666666666,1
1955,1,1,-37.76475,144.96764,1,1.0,1.0,,60.0,7,3,4.614090351406971,2,3,POINT (144.96764 -37.76475),15,moreland,5506.5,0.00521644428250011,257,175,0,5,810,0.9,0.16666666666666666,1
1962,1,1,-37.76621,144.96609,1,1.0,1.0,,60.0,7,15,4.737194367533561,2,3,POINT (144.96609 -37.76621),15,moreland,5506.5,0.00521644428250011,274,200,3,4,882,0.9,0.16666666666666666,1
1963,1,1,-37.76481,144.96545,1,1.0,1.0,,60.0,7,7,4.38079396318761,2,3,POINT (144.96545 -37.76481),15,moreland,5506.5,0.00521644428250011,257,187,4,6,811,0.9,0.16666666666666666,1
1972,1,1,-37.76414,144.9677,1,1.0,1.0,,60.0,7,12,4.627905316027463,2,3,POINT (144.9677 -37.76414),15,moreland,5506.5,0.00521644428250011,252,180,0,7,786,0.9,0.16666666666666666,1
1975,1,1,-37.76633,144.96605,2,1.0,1.0,,83.0,7,1,4.801900340326328,2,3,POINT (144.96605 -37.76633),15,moreland,5506.5,0.00521644428250011,275,202,3,4,889,0.9,0.16666666666666666,1
1977,1,1,-37.76513,144.96876,1,1.0,1.0,,56.0,7,11,4.213322674445957,2,17,POINT (144.96876 -37.76513),15,moreland,5506.5,0.00521644428250011,266,176,0,4,800,0.9,0.16666666666666666,1
1978,1,1,-37.7648,144.97062,2,1.0,1.0,,70.0,7,1,4.595376791824207,2,3,POINT (144.97062 -37.7648),15,moreland,5506.5,0.00521644428250011,266,156,3,8,725,0.9,0.3333333333333333,1
1981,1,1,-37.76461,144.97088,1,1.0,1.0,,61.0,7,9,4.415263701459752,2,17,POINT (144.97088 -37.76461),15,moreland,5506.5,0.00521644428250011,264,156,4,8,711,0.9,0.3333333333333333,1
1987,1,1,-37.76667,144.96945,1,1.0,1.0,,56.0,7,8,4.454778812612701,2,17,POINT (144.96945 -37.76667),15,moreland,5506.5,0.00521644428250011,285,185,1,5,824,0.9,0.16666666666666666,1
2006,1,1,-37.76611,144.96579,2,1.0,2.0,,70.0,7,16,4.34472464338893,2,3,POINT (144.96579 -37.76611),15,moreland,5506.5,0.00521644428250011,274,200,3,4,886,0.9,0.16666666666666666,1
2007,1,1,-37.76577,144.96762,1,1.0,1.0,,60.0,7,4,4.488750258282411,2,3,POINT (144.96762 -37.76577),15,moreland,5506.5,0.00521644428250011,274,184,1,6,851,0.9,0.16666666666666666,1
2008,1,1,-37.76569,144.96568,1,1.0,1.0,,65.0,7,3,4.214274754786521,2,3,POINT (144.96568 -37.76569),15,moreland,5506.5,0.00521644428250011,267,191,3,6,869,0.9,0.16666666666666666,1
2065,1,1,-37.7723,144.97959,1,1.0,1.0,,54.0,7,15,4.629834908187443,2,17,POINT (144.97959 -37.7723),15,moreland,5506.5,0.00521644428250011,341,117,10,6,719,0.9,0.3333333333333333,1
2066,1,1,-37.77269,144.97961,2,1.0,1.0,,80.0,7,6,4.721385810273035,2,3,POINT (144.97961 -37.77269),15,moreland,5506.5,0.00521644428250011,344,123,7,6,750,0.9,0.3333333333333333,1
2074,1,1,-37.77061,144.97964,1,1.0,1.0,,54.0,7,5,3.955567398416288,2,17,POINT (144.97964 -37.77061),15,moreland,5506.5,0.00521644428250011,317,96,13,4,681,0.9,0.3333333333333333,1
2075,1,1,-37.77252,144.98136,1,1.0,1.0,,54.0,7,5,4.999999999999999,2,17,POINT (144.98136 -37.77252),15,moreland,5506.5,0.00521644428250011,338,71,5,6,664,0.9,0.3333333333333333,1
2082,1,1,-37.7779,144.96468,2,1.0,1.0,,103.0,1,359,4.8777390130317935,0,2,POINT (144.96468 -37.7779),15,moreland,5506.5,0.00521644428250011,476,149,5,4,952,0.9,0.16666666666666666,2
2247,1,1,-37.7611,144.96407,2,1.0,1.0,,95.0,4,120,4.92793585880418,0,2,POINT (144.96407 -37.7611),15,moreland,5506.5,0.00521644428250011,194,146,23,8,634,0.9,0.3333333333333333,1
2274,1,1,-37.77874,144.9757,6,2.0,3.0,,82.0,7,57,4.581771041691632,0,2,POINT (144.9757 -37.77874),15,moreland,5506.5,0.00521644428250011,443,142,12,8,566,0.9,0.3333333333333333,1
2348,1,1,-37.77591,144.94856,2,0.0,1.0,,76.0,3,346,4.8035274784210955,0,2,POINT (144.94856 -37.77591),15,moreland,5506.5,0.00521644428250011,377,33,13,8,758,0.9,0.3333333333333333,1
2400,1,1,-37.7357,144.95978,8,4.0,5.0,,500.0,5,2,4.999999999999999,0,12,POINT (144.95978 -37.7357),15,moreland,5506.5,0.00521644428250011,75,69,1,4,177,0.8,0.16666666666666666,9
2441,1,1,-37.77626,144.94702,2,1.0,1.0,,110.0,2,276,4.811348609453252,0,2,POINT (144.94702 -37.77626),15,moreland,5506.5,0.00521644428250011,368,31,10,10,654,0.9,0.3333333333333333,2
2468,1,1,-37.757767,144.956146,2,1.0,1.0,,99.0,2,127,4.824533565837405,0,2,POINT (144.956146 -37.757767),15,moreland,5506.5,0.00521644428250011,148,82,0,4,419,0.9,0.16666666666666666,1
2486,1,1,-37.76792,144.94389,2,1.0,1.0,,180.0,2,2,4.744804853624708,0,2,POINT (144.94389 -37.76792),15,moreland,5506.5,0.00521644428250011,199,36,5,16,671,0.8,0.3333333333333333,3
2494,1,1,-37.72843,144.9686,5,2.0,3.0,,259.0,2,148,4.834332365322793,0,5,POINT (144.9686 -37.72843),15,moreland,5506.5,0.00521644428250011,62,20,1,0,246,0.6,0.0,5
2519,1,1,-37.7611,144.96407,2,1.0,1.0,,95.0,4,80,4.884855578421518,0,2,POINT (144.96407 -37.7611),15,moreland,5506.5,0.00521644428250011,194,146,23,8,634,0.9,0.3333333333333333,1
2528,1,0,-37.75709,144.96394,1,0.0,1.0,,115.0,14,0,0.0,0,2,POINT (144.96394 -37.75709),15,moreland,5506.5,0.00521644428250011,161,90,13,13,421,0.9,0.3333333333333333,2
2540,1,1,-37.74339,144.9365,6,2.0,4.0,,379.0,4,30,4.956187381552568,0,12,POINT (144.9365 -37.74339),15,moreland,5506.5,0.00521644428250011,73,9,2,2,325,0.4,0.16666666666666666,7
2836,1,1,-37.73438,144.97614,5,3.0,3.0,,160.0,3,40,4.975004966758351,0,2,POINT (144.97614 -37.73438),15,moreland,5506.5,0.00521644428250011,71,21,4,4,154,0.6,0.16666666666666666,3
2866,1,1,-37.76581,144.96331,2,1.0,1.0,,120.0,3,13,4.999999999999999,2,3,POINT (144.96331 -37.76581),15,moreland,5506.5,0.00521644428250011,261,183,56,12,868,0.9,0.3333333333333333,2
2899,1,1,-37.77175,144.97113,2,1.0,1.0,,130.0,3,209,4.971731311854295,0,2,POINT (144.97113 -37.77175),15,moreland,5506.5,0.00521644428250011,362,153,22,8,827,0.9,0.3333333333333333,2
3005,1,1,-37.72453,144.92312,2,1.0,1.0,,173.0,2,77,4.908214383248349,0,2,POINT (144.92312 -37.72453),15,moreland,5506.5,0.00521644428250011,36,9,3,0,124,0.5,0.0,3
3008,1,1,-37.77899,144.9773,1,1.0,1.0,,114.0,2,130,4.976114867388097,2,4,POINT (144.9773 -37.77899),15,moreland,5506.5,0.00521644428250011,437,144,19,10,562,0.8,0.3333333333333333,2
3025,1,1,-37.77832,144.96271,1,1.0,1.0,,60.0,7,16,4.643422673902891,2,3,POINT (144.96271 -37.77832),15,moreland,5506.5,0.00521644428250011,477,137,11,6,955,0.9,0.3333333333333333,1
3065,1,1,-37.70146,144.91836,2,1.0,1.0,,150.0,5,2,4.999999999999999,2,5,POINT (144.91836 -37.70146),15,moreland,5506.5,0.00521644428250011,11,3,0,0,247,0.3,0.0,2
3148,1,1,-37.76068,144.96436,2,1.0,1.0,,80.0,2,6,4.7315833445473485,0,2,POINT (144.96436 -37.76068),15,moreland,5506.5,0.00521644428250011,190,137,23,8,608,0.9,0.3333333333333333,1
3188,1,1,-37.7774,144.96541,2,1.0,1.0,,55.0,2,162,4.850559155790993,2,4,POINT (144.96541 -37.7774),15,moreland,5506.5,0.00521644428250011,469,154,6,4,945,0.9,0.16666666666666666,1
3221,1,1,-37.77631,144.94753,2,0.0,1.0,,86.0,4,131,4.838351727086738,0,2,POINT (144.94753 -37.77631),15,moreland,5506.5,0.00521644428250011,375,31,12,10,701,0.9,0.3333333333333333,1
3254,1,1,-37.75943,144.97818,7,2.0,3.0,,70.0,14,3,4.80940208328272,0,8,POINT (144.97818 -37.75943),15,moreland,5506.5,0.00521644428250011,169,41,2,2,432,0.8,0.16666666666666666,1
3255,1,1,-37.6964,144.91748,1,1.0,1.0,,61.0,1,5,4.776287237769255,2,4,POINT (144.91748 -37.6964),15,moreland,5506.5,0.00521644428250011,11,4,0,1,851,0.3,0.16666666666666666,1
3286,1,1,-37.77644,144.96385,2,1.0,2.0,,68.0,7,22,4.310242653164671,2,3,POINT (144.96385 -37.77644),15,moreland,5506.5,0.00521644428250011,448,169,8,6,1000,0.9,0.16666666666666666,1
3306,1,1,-37.71053,144.96909,2,0.0,1.0,,150.0,6,1,4.249484318980163,2,4,POINT (144.96909 -37.71053),15,moreland,5506.5,0.00521644428250011,41,13,1,3,640,0.5,0.16666666666666666,2
3342,1,1,-37.74084,144.96324,5,3.0,4.0,,198.0,2,215,4.8164736495455545,0,8,POINT (144.96324 -37.74084),15,moreland,5506.5,0.00521644428250011,91,87,8,7,248,0.9,0.3333333333333333,3
3425,1,1,-37.73717,144.96793,4,2.0,2.0,,136.0,2,126,4.605249743187659,0,2,POINT (144.96793 -37.73717),15,moreland,5506.5,0.00521644428250011,76,79,7,10,248,0.9,0.3333333333333333,2
3427,1,1,-37.76309,144.96228,4,2.0,2.0,,193.0,2,230,4.783706683133334,0,8,POINT (144.96228 -37.76309),15,moreland,5506.5,0.00521644428250011,217,141,56,12,678,0.9,0.5,3
3459,1,1,-37.767289,144.9631196,2,1.0,1.0,,150.0,2,9,4.9216348452128535,0,2,POINT (144.9631196 -37.767289),15,moreland,5506.5,0.00521644428250011,281,204,39,12,1014,0.9,0.3333333333333333,2
3466,1,1,-37.77551,144.94862,2,1.0,1.0,,80.0,21,105,4.752077806958837,0,2,POINT (144.94862 -37.77551),15,moreland,5506.5,0.00521644428250011,374,32,9,8,751,0.9,0.3333333333333333,1
3580,1,1,-37.72221,144.98214,2,1.0,1.0,,103.0,2,175,4.918863703486547,0,2,POINT (144.98214 -37.72221),15,moreland,5506.5,0.00521644428250011,51,12,2,0,207,0.6,0.0,2
3637,1,1,-37.77839,144.96434,1,1.0,1.0,,60.0,7,9,4.391040250917665,2,3,POINT (144.96434 -37.77839),15,moreland,5506.5,0.00521644428250011,477,142,3,4,943,0.9,0.16666666666666666,1
3657,1,1,-37.76731,144.96274,1,1.0,1.0,,48.0,2,97,4.4824786528714435,2,4,POINT (144.96274 -37.76731),15,moreland,5506.5,0.00521644428250011,280,196,41,12,1021,0.9,0.3333333333333333,0
3666,1,1,-37.76958,144.96272,1,1.0,1.0,,50.0,2,101,4.42037252771387,2,4,POINT (144.96272 -37.76958),15,moreland,5506.5,0.00521644428250011,315,211,24,12,1096,0.9,0.3333333333333333,0
3669,1,1,-37.74788,144.946,2,1.0,1.0,,99.0,3,69,4.876589479714179,0,2,POINT (144.946 -37.74788),15,moreland,5506.5,0.00521644428250011,93,20,3,8,326,0.5,0.3333333333333333,1
3748,1,1,-37.76783,144.96378,2,1.0,1.0,,100.0,21,4,4.932579473266428,0,2,POINT (144.96378 -37.76783),15,moreland,5506.5,0.00521644428250011,287,218,27,12,1027,0.9,0.3333333333333333,1
3753,1,1,-37.7244,144.93868,4,3.0,3.0,,120.0,7,20,4.833168933778797,0,5,POINT (144.93868 -37.7244),15,moreland,5506.5,0.00521644428250011,38,29,2,0,105,0.7,0.0,2
3760,1,1,-37.77135,144.95167,4,2.0,2.0,,90.0,2,2,4.915487154609339,0,8,POINT (144.95167 -37.77135),15,moreland,5506.5,0.00521644428250011,297,76,6,8,674,0.9,0.3333333333333333,1
3763,1,1,-37.77975,144.97797,4,2.0,2.0,,160.0,14,66,4.789779831672679,0,2,POINT (144.97797 -37.77975),15,moreland,5506.5,0.00521644428250011,443,145,23,7,556,0.8,0.3333333333333333,3
3791,1,1,-37.77554,144.988,4,2.0,2.0,,214.0,3,46,4.715079428396616,0,2,POINT (144.988 -37.77554),15,moreland,5506.5,0.00521644428250011,360,49,3,10,383,0.8,0.3333333333333333,4
