,host_has_profile_pic,host_identity_verified,latitude,longitude,accommodates,bedrooms,beds,amenities,price,minimum_nights,number_of_reviews,review_score,room_type,bathroom,geometry,index_right,neighbourhood,"Rate per 100,000 population",area,nearby_attractions_count,nearby_restaurants_count,nearby_amenities_count,nearby_transportaion_count,buildings_density,restaurant_types_score,transportaion_avalibility_score,price_bins
6757,1,1,-37.82006,144.94097,6,2.0,2.0,,302.0,1,26,4.680405045647279,0,8,POINT (144.94097 -37.82006),24,melbourne,15451.8,0.0038540823919998588,471,143,123,2,846,0.9,0.16666666666666666,6
6759,1,1,-37.79585,144.96833,4,2.0,2.0,,261.0,1,85,4.936380824814036,0,2,POINT (144.96833 -37.79585),24,melbourne,15451.8,0.0038540823919998588,490,241,33,11,3128,0.9,0.3333333333333333,5
6760,1,1,-37.8199,144.94191,6,3.0,3.0,,434.0,1,18,4.816654489631285,0,8,POINT (144.94191 -37.8199),24,melbourne,15451.8,0.0038540823919998588,473,144,169,2,856,0.9,0.16666666666666666,8
6770,1,1,-37.81561,144.95947,2,1.0,1.0,,300.0,7,0,0.0,0,2,POINT (144.95947 -37.81561),24,melbourne,15451.8,0.0038540823919998588,496,1053,61,24,5058,1.0,0.5,5
6771,1,1,-37.81557,144.95924,4,2.0,3.0,,400.0,2,0,0.0,0,2,POINT (144.95924 -37.81557),24,melbourne,15451.8,0.0038540823919998588,495,1047,60,24,5047,1.0,0.5,7
6776,1,1,-37.79394,144.97132,4,2.0,3.0,,221.0,2,31,4.9144241886994156,0,2,POINT (144.97132 -37.79394),24,melbourne,15451.8,0.0038540823919998588,495,293,16,7,3041,0.9,0.16666666666666666,4
6777,1,1,-37.80134,144.96764,1,1.0,1.0,,61.0,7,11,4.3134638836449914,2,9,POINT (144.96764 -37.80134),24,melbourne,15451.8,0.0038540823919998588,494,426,33,12,4243,1.0,0.16666666666666666,1
6780,1,1,-37.81434,144.95266,3,1.0,1.0,,127.0,1,1,2.2104563563463873,0,2,POINT (144.95266 -37.81434),24,melbourne,15451.8,0.0038540823919998588,486,557,28,38,4138,1.0,0.6666666666666666,2
6781,1,1,-37.81391,144.95274,2,0.0,1.0,,108.0,1,5,4.368003557096954,0,2,POINT (144.95274 -37.81391),24,melbourne,15451.8,0.0038540823919998588,486,579,24,37,4391,1.0,0.6666666666666666,2
6782,1,1,-37.81419,144.95211,4,2.0,3.0,,143.0,1,21,4.616878084518899,0,2,POINT (144.95211 -37.81419),24,melbourne,15451.8,0.0038540823919998588,487,525,25,36,4129,1.0,0.6666666666666666,2
6783,1,1,-37.81236,144.95079,2,0.0,1.0,,101.0,1,13,4.538414039005052,0,2,POINT (144.95079 -37.81236),24,melbourne,15451.8,0.0038540823919998588,486,451,6,11,4389,1.0,0.3333333333333333,2
6786,1,1,-37.808983,144.967422,4,2.0,2.0,,205.0,1,86,4.828972545427407,0,2,POINT (144.967422 -37.808983),24,melbourne,15451.8,0.0038540823919998588,500,1070,32,13,4233,1.0,0.5,4
6787,1,1,-37.814808,144.94725,2,1.0,1.0,,148.0,1,80,4.868092887454045,0,2,POINT (144.94725 -37.814808),24,melbourne,15451.8,0.0038540823919998588,480,312,5,5,3097,1.0,0.16666666666666666,2
6788,1,1,-37.81584,144.93898,2,1.0,1.0,,162.0,1,38,4.862143473016506,0,2,POINT (144.93898 -37.81584),24,melbourne,15451.8,0.0038540823919998588,472,113,11,3,919,0.8,0.16666666666666666,3
6790,1,1,-37.7934,144.96965,4,2.0,3.0,,197.0,1,60,4.85154775512223,0,2,POINT (144.96965 -37.7934),24,melbourne,15451.8,0.0038540823919998588,493,246,16,12,2850,0.9,0.3333333333333333,3
6796,1,1,-37.81205,144.96177,2,1.0,1.0,,121.0,2,68,4.710760336948941,0,2,POINT (144.96177 -37.81205),24,melbourne,15451.8,0.0038540823919998588,494,1190,58,24,5385,1.0,0.5,2
6799,1,1,-37.81209,144.9509,4,2.0,2.0,,143.0,1,2,4.854244976212127,0,2,POINT (144.9509 -37.81209),24,melbourne,15451.8,0.0038540823919998588,487,461,6,11,4483,1.0,0.3333333333333333,2
6800,1,1,-37.81402,144.95271,4,2.0,3.0,,150.0,1,16,4.570115507897099,0,2,POINT (144.95271 -37.81402),24,melbourne,15451.8,0.0038540823919998588,486,578,24,37,4326,1.0,0.6666666666666666,2
6804,1,1,-37.81245,144.9525,2,0.0,1.0,,111.0,1,5,4.043385966870664,0,2,POINT (144.9525 -37.81245),24,melbourne,15451.8,0.0038540823919998588,486,584,15,12,4914,1.0,0.3333333333333333,2
6806,1,1,-37.81414,144.95296,2,0.0,1.0,,105.0,1,9,4.461189228152772,0,2,POINT (144.95296 -37.81414),24,melbourne,15451.8,0.0038540823919998588,486,574,28,38,4289,1.0,0.6666666666666666,2
6807,1,1,-37.81443,144.95122,2,0.0,1.0,,111.0,1,1,4.632874649545008,0,2,POINT (144.95122 -37.81443),24,melbourne,15451.8,0.0038540823919998588,486,476,19,35,3808,1.0,0.6666666666666666,2
6808,1,1,-37.80462646484375,144.9631805419922,2,1.0,1.0,,233.0,1,13,4.3359114300603245,0,2,POINT (144.9631805419922 -37.80462646484375),24,melbourne,15451.8,0.0038540823919998588,499,780,20,7,4455,1.0,0.3333333333333333,4
6810,1,1,-37.81575,144.95495,4,2.0,2.0,,140.0,2,131,4.863884603461582,0,2,POINT (144.95495 -37.81575),24,melbourne,15451.8,0.0038540823919998588,492,695,41,32,4119,1.0,0.6666666666666666,2
6812,1,1,-37.81229,144.95141,2,0.0,1.0,,102.0,1,9,4.801790962564103,0,2,POINT (144.95141 -37.81229),24,melbourne,15451.8,0.0038540823919998588,490,504,7,11,4651,1.0,0.3333333333333333,2
6813,1,1,-37.81306,144.95303,3,1.0,1.0,,124.0,1,6,4.663249750938031,0,2,POINT (144.95303 -37.81306),24,melbourne,15451.8,0.0038540823919998588,486,594,20,22,4744,1.0,0.3333333333333333,2
6817,1,1,-37.82439,144.96464,5,3.0,4.0,,271.0,7,9,4.908603831241124,0,8,POINT (144.96464 -37.82439),24,melbourne,15451.8,0.0038540823919998588,494,492,6,6,2553,1.0,0.3333333333333333,5
6822,1,1,-37.816151,144.971115,3,1.0,1.0,,124.0,1,0,0.0,0,2,POINT (144.971115 -37.816151),24,melbourne,15451.8,0.0038540823919998588,495,787,24,4,2009,1.0,0.16666666666666666,2
6825,1,1,-37.81569,144.96666,4,2.0,2.0,,201.0,5,77,4.981907535836483,0,2,POINT (144.96666 -37.81569),24,melbourne,15451.8,0.0038540823919998588,502,1018,130,18,3704,1.0,0.6666666666666666,4
6832,1,1,-37.8036,144.96419,2,1.0,1.0,,103.0,7,5,4.568972222160874,2,4,POINT (144.96419 -37.8036),24,melbourne,15451.8,0.0038540823919998588,495,686,54,10,4415,1.0,0.3333333333333333,2
6834,1,0,-37.81681,144.98853,2,0.0,1.0,,132.0,3,4,4.185938100635405,2,3,POINT (144.98853 -37.81681),24,melbourne,15451.8,0.0038540823919998588,476,117,29,6,2052,0.9,0.3333333333333333,2
6835,1,0,-37.81694,144.98846,1,0.0,1.0,,110.0,3,3,4.277315396942844,2,3,POINT (144.98846 -37.81694),24,melbourne,15451.8,0.0038540823919998588,476,111,29,6,2038,0.9,0.3333333333333333,2
6837,1,0,-37.81673,144.98832,4,0.0,2.0,,176.0,3,2,4.151933372124231,2,3,POINT (144.98832 -37.81673),24,melbourne,15451.8,0.0038540823919998588,476,111,30,6,2043,0.9,0.3333333333333333,3
6838,1,0,-37.81526,144.98855,3,0.0,3.0,,174.0,3,0,0.0,2,3,POINT (144.98855 -37.81526),24,melbourne,15451.8,0.0038540823919998588,478,131,21,7,2181,0.9,0.5,3
6839,1,1,-37.8199,144.95467,2,1.0,1.0,,181.0,1,855,4.697049868749412,0,2,POINT (144.95467 -37.8199),24,melbourne,15451.8,0.0038540823919998588,494,547,42,17,3536,1.0,0.6666666666666666,3
6843,1,1,-37.82062530517578,144.95565795898438,2,1.0,1.0,,166.0,1,833,4.7166639633011584,0,2,POINT (144.9556579589844 -37.82062530517578),24,melbourne,15451.8,0.0038540823919998588,492,584,27,18,3637,1.0,0.5,3
6844,1,1,-37.81609,144.9537,6,2.0,3.0,,186.0,1,13,4.318516737157036,0,2,POINT (144.9537 -37.81609),24,melbourne,15451.8,0.0038540823919998588,484,581,42,37,3749,1.0,0.8333333333333334,3
6847,1,1,-37.8198,144.95496,2,1.0,1.0,,158.0,1,84,4.538114933154457,0,2,POINT (144.95496 -37.8198),24,melbourne,15451.8,0.0038540823919998588,496,559,42,18,3619,1.0,0.6666666666666666,3
6848,1,1,-37.80289,144.95556,2,1.0,1.0,,165.0,7,4,4.885017896719253,0,2,POINT (144.95556 -37.80289),24,melbourne,15451.8,0.0038540823919998588,497,349,4,14,4985,1.0,0.3333333333333333,3
6851,1,1,-37.82476,144.9638,4,2.0,2.0,,158.0,1,99,4.885778624449534,0,8,POINT (144.9638 -37.82476),24,melbourne,15451.8,0.0038540823919998588,493,490,4,2,2566,1.0,0.16666666666666666,3
6852,1,1,-37.817554,144.958633,2,1.0,1.0,,194.0,2,48,4.912277004654429,0,2,POINT (144.958633 -37.817554),24,melbourne,15451.8,0.0038540823919998588,495,910,44,14,4809,1.0,0.3333333333333333,3
6853,1,1,-37.80121,144.95415,2,1.0,1.0,,165.0,7,8,4.983819073583942,0,2,POINT (144.95415 -37.80121),24,melbourne,15451.8,0.0038540823919998588,505,276,14,11,4539,1.0,0.3333333333333333,3
6865,1,1,-37.79607,144.97501,4,2.0,2.0,,244.0,3,15,4.768603686872114,0,8,POINT (144.97501 -37.79607),24,melbourne,15451.8,0.0038540823919998588,497,334,15,7,3567,0.9,0.3333333333333333,4
6867,1,1,-37.81884,144.96506,4,2.0,2.0,,147.0,2,36,4.725439057509315,0,2,POINT (144.96506 -37.81884),24,melbourne,15451.8,0.0038540823919998588,495,991,67,15,3322,1.0,0.6666666666666666,2
6869,1,0,-37.81463,144.95492,8,2.0,1.0,,110.0,1,3,4.748909790166414,0,2,POINT (144.95492 -37.81463),24,melbourne,15451.8,0.0038540823919998588,489,734,26,31,4394,1.0,0.6666666666666666,2
6871,1,0,-37.815029,144.95401,6,2.0,4.0,,264.0,1,36,4.647169125904125,0,2,POINT (144.95401 -37.815029),24,melbourne,15451.8,0.0038540823919998588,486,653,37,35,4131,1.0,0.6666666666666666,5
6875,1,0,-37.815674,144.952972,4,0.0,1.0,,188.0,1,55,4.604221213871779,0,2,POINT (144.952972 -37.815674),24,melbourne,15451.8,0.0038540823919998588,484,523,33,38,3688,1.0,0.8333333333333334,3
6877,1,1,-37.80705,144.9625,6,2.0,3.0,,194.0,1,234,4.938321644319997,0,8,POINT (144.9625 -37.80705),24,melbourne,15451.8,0.0038540823919998588,500,958,25,9,4501,1.0,0.3333333333333333,3
6879,1,1,-37.80685,144.96087,6,2.0,4.0,,197.0,1,227,4.934410453234113,0,8,POINT (144.96087 -37.80685),24,melbourne,15451.8,0.0038540823919998588,495,877,38,7,4724,1.0,0.3333333333333333,3
6880,1,1,-37.82113,144.95722,2,1.0,1.0,,302.0,2,145,4.872603537848525,0,2,POINT (144.95722 -37.82113),24,melbourne,15451.8,0.0038540823919998588,496,653,25,10,3849,1.0,0.16666666666666666,6
6881,1,0,-37.81567,144.952988,4,0.0,2.0,,136.0,1,59,4.427435916645726,0,2,POINT (144.952988 -37.81567),24,melbourne,15451.8,0.0038540823919998588,483,526,33,38,3701,1.0,0.8333333333333334,2
6889,1,1,-37.8171,144.95272,6,2.0,3.0,,280.0,2,5,4.409339273422238,0,2,POINT (144.95272 -37.8171),24,melbourne,15451.8,0.0038540823919998588,481,491,45,42,3284,1.0,0.8333333333333334,5
6890,1,1,-37.807014,144.96109,5,2.0,2.0,,131.0,1,4,4.163796334989787,0,8,POINT (144.96109 -37.807014),24,melbourne,15451.8,0.0038540823919998588,495,896,38,7,4708,1.0,0.3333333333333333,2
6892,1,1,-37.80518,144.96333,2,1.0,1.0,,90.0,7,14,4.590998207458719,0,2,POINT (144.96333 -37.80518),24,melbourne,15451.8,0.0038540823919998588,500,851,12,6,4449,1.0,0.3333333333333333,1
6893,1,1,-37.80655,144.96477,2,1.0,1.0,,85.0,7,19,4.743768128124134,0,2,POINT (144.96477 -37.80655),24,melbourne,15451.8,0.0038540823919998588,498,983,15,10,4461,1.0,0.3333333333333333,1
6895,1,0,-37.81994,144.95533,4,2.0,2.0,,139.0,3,119,4.482490543997127,0,2,POINT (144.95533 -37.81994),24,melbourne,15451.8,0.0038540823919998588,494,581,39,16,3711,1.0,0.5,2
6897,1,1,-37.81378,144.95099,4,2.0,2.0,,149.0,1,54,4.596045366439322,0,2,POINT (144.95099 -37.81378),24,melbourne,15451.8,0.0038540823919998588,486,470,12,32,4002,1.0,0.5,2
6898,1,1,-37.81433,144.95107,6,3.0,3.0,,214.0,1,0,0.0,0,2,POINT (144.95107 -37.81433),24,melbourne,15451.8,0.0038540823919998588,485,471,16,35,3836,1.0,0.6666666666666666,4
6899,1,1,-37.81447,144.95211,4,2.0,3.0,,157.0,1,1,4.999999999999999,0,2,POINT (144.95211 -37.81447),24,melbourne,15451.8,0.0038540823919998588,486,498,25,36,4000,1.0,0.6666666666666666,3
6900,1,1,-37.8139,144.95068,2,1.0,1.0,,131.0,1,1,4.999999999999999,0,2,POINT (144.95068 -37.8139),24,melbourne,15451.8,0.0038540823919998588,485,450,12,32,3889,1.0,0.5,2
6901,1,0,-37.81567,144.952988,8,2.0,4.0,,229.0,1,93,4.531284960127577,0,2,POINT (144.952988 -37.81567),24,melbourne,15451.8,0.0038540823919998588,483,526,33,38,3701,1.0,0.8333333333333334,4
6904,1,1,-37.81056,144.97022,4,2.0,3.0,,140.0,1,131,4.736968416128182,0,2,POINT (144.97022 -37.81056),24,melbourne,15451.8,0.0038540823919998588,499,932,50,15,3301,1.0,0.6666666666666666,2
6908,1,1,-37.81460723228843,144.94284119090185,2,1.0,1.0,,169.0,4,6,4.6633671683804865,0,2,POINT (144.9428411909018 -37.81460723228843),24,melbourne,15451.8,0.0038540823919998588,477,160,16,4,1766,0.9,0.16666666666666666,3
6911,1,1,-37.81977,144.95532,2,1.0,1.0,,190.0,1,438,4.739633545211069,0,2,POINT (144.95532 -37.81977),24,melbourne,15451.8,0.0038540823919998588,494,591,42,16,3748,1.0,0.5,3
6912,1,1,-37.80783,144.95171,3,2.0,2.0,,122.0,2,44,4.548393777499234,0,2,POINT (144.95171 -37.80783),24,melbourne,15451.8,0.0038540823919998588,491,375,6,7,5461,1.0,0.3333333333333333,2
6914,1,1,-37.82095,144.95674,4,2.0,2.0,,209.0,1,876,4.6264463344543625,0,2,POINT (144.95674 -37.82095),24,melbourne,15451.8,0.0038540823919998588,493,644,22,12,3785,1.0,0.16666666666666666,4
6916,1,1,-37.81985,144.95653,4,2.0,2.0,,511.0,1,126,4.638978009845173,0,10,POINT (144.95653 -37.81985),24,melbourne,15451.8,0.0038540823919998588,492,657,34,10,4043,1.0,0.3333333333333333,10
6921,1,1,-37.81023,144.98657,4,2.0,2.0,,180.0,3,31,4.291635453543542,0,2,POINT (144.98657 -37.81023),24,melbourne,15451.8,0.0038540823919998588,487,236,23,4,2702,0.9,0.3333333333333333,3
6923,1,1,-37.81224,144.95983,2,1.0,1.0,,193.0,1,32,4.9278800693755285,0,2,POINT (144.95983 -37.81224),24,melbourne,15451.8,0.0038540823919998588,490,1099,30,24,5586,1.0,0.3333333333333333,3
6925,1,1,-37.81105,144.96968,2,1.0,1.0,,115.0,2,52,4.772740222054451,0,2,POINT (144.96968 -37.81105),24,melbourne,15451.8,0.0038540823919998588,496,947,58,9,3433,1.0,0.5,2
6929,1,1,-37.81277,144.95289,4,2.0,3.0,,202.0,1,31,4.353717981481719,0,2,POINT (144.95289 -37.81277),24,melbourne,15451.8,0.0038540823919998588,485,591,18,17,4819,1.0,0.3333333333333333,4
6932,1,1,-37.8099071,144.9591846,5,2.0,3.0,,165.0,1,86,4.751702159645285,0,2,POINT (144.9591846 -37.8099071),24,melbourne,15451.8,0.0038540823919998588,491,1006,30,13,5684,1.0,0.3333333333333333,3
6935,1,1,-37.81618,144.95401,4,2.0,2.0,,145.0,3,50,4.634135519804429,0,8,POINT (144.95401 -37.81618),24,melbourne,15451.8,0.0038540823919998588,484,600,41,40,3795,1.0,0.8333333333333334,2
6941,1,1,-37.82014,144.94057,5,2.0,3.0,,354.0,2,2,4.999999999999999,0,8,POINT (144.94057 -37.82014),24,melbourne,15451.8,0.0038540823919998588,471,140,105,2,837,0.9,0.16666666666666666,7
6942,1,1,-37.80798,144.96195,5,2.0,3.0,,228.0,3,3,4.326140008350586,0,2,POINT (144.96195 -37.80798),24,melbourne,15451.8,0.0038540823919998588,499,1019,41,13,4695,1.0,0.5,4
6944,1,1,-37.80737,144.96132,8,3.0,4.0,,420.0,3,20,4.987329756768956,0,8,POINT (144.96132 -37.80737),24,melbourne,15451.8,0.0038540823919998588,497,923,38,10,4720,1.0,0.5,8
6946,1,1,-37.82014,144.94212,5,2.0,3.0,,411.0,2,1,4.999999999999999,0,8,POINT (144.94212 -37.82014),24,melbourne,15451.8,0.0038540823919998588,474,149,182,2,872,0.9,0.16666666666666666,8
6948,1,1,-37.82267,144.95042,2,1.0,1.0,,119.0,7,0,0.0,0,2,POINT (144.95042 -37.82267),24,melbourne,15451.8,0.0038540823919998588,474,350,53,8,2523,1.0,0.3333333333333333,2
6962,1,1,-37.80812,144.96193,4,2.0,2.0,,155.0,2,42,4.475096274623319,0,2,POINT (144.96193 -37.80812),24,melbourne,15451.8,0.0038540823919998588,499,1023,42,13,4720,1.0,0.5,3
6964,1,1,-37.80474,144.96182,2,1.0,1.0,,120.0,7,122,4.457486292366205,2,2,POINT (144.96182 -37.80474),24,melbourne,15451.8,0.0038540823919998588,500,722,18,6,4475,1.0,0.3333333333333333,2
6965,1,1,-37.80523,144.96227,2,1.0,2.0,,95.0,7,25,4.657541609205909,2,2,POINT (144.96227 -37.80523),24,melbourne,15451.8,0.0038540823919998588,500,804,17,6,4424,1.0,0.3333333333333333,1
6968,1,1,-37.80588,144.9733,2,1.0,1.0,,206.0,2,73,4.91791496124793,0,2,POINT (144.9733 -37.80588),24,melbourne,15451.8,0.0038540823919998588,500,650,14,8,3653,1.0,0.3333333333333333,4
6973,1,1,-37.84617,144.98132,4,2.0,2.0,,208.0,5,24,4.747270631708313,0,8,POINT (144.98132 -37.84617),24,melbourne,15451.8,0.0038540823919998588,424,48,15,7,1148,0.8,0.3333333333333333,4
6976,1,1,-37.81215419970111,144.96162245763043,1,2.0,1.0,,40.0,7,0,0.0,2,4,POINT (144.9616224576304 -37.81215419970111),24,melbourne,15451.8,0.0038540823919998588,493,1197,57,23,5424,1.0,0.5,0
6977,1,1,-37.80819,144.96767,1,1.0,1.0,,103.0,1,1,1.5109976179846607,3,4,POINT (144.96767 -37.80819),24,melbourne,15451.8,0.0038540823919998588,502,1046,24,12,4354,1.0,0.5,2
6986,1,1,-37.8101314,144.9587648,4,2.0,4.0,,184.0,1,131,4.798526348332584,0,8,POINT (144.9587648 -37.8101314),24,melbourne,15451.8,0.0038540823919998588,489,992,23,15,5681,1.0,0.3333333333333333,3
6988,1,1,-37.81523,144.95165,4,2.0,2.0,,190.0,1,86,4.839874456980228,0,8,POINT (144.95165 -37.81523),24,melbourne,15451.8,0.0038540823919998588,483,486,23,35,3582,1.0,0.6666666666666666,3
6989,1,1,-37.814194,144.952164,4,1.0,2.0,,195.0,1,78,4.687688631492335,0,2,POINT (144.952164 -37.814194),24,melbourne,15451.8,0.0038540823919998588,488,528,26,36,4138,1.0,0.6666666666666666,3
6992,1,1,-37.81363,144.96272,4,1.0,2.0,,1000.0,1,0,0.0,0,2,POINT (144.96272 -37.81363),24,melbourne,15451.8,0.0038540823919998588,492,1219,107,24,5206,1.0,0.5,10
7005,1,0,-37.81579,144.95492,8,2.0,4.0,,259.0,1,73,4.595786191330359,0,2,POINT (144.95492 -37.81579),24,melbourne,15451.8,0.0038540823919998588,492,689,41,32,4107,1.0,0.6666666666666666,5
7006,1,1,-37.80712,144.96111,4,2.0,2.0,,228.0,2,82,4.605500734494134,0,2,POINT (144.96111 -37.80712),24,melbourne,15451.8,0.0038540823919998588,495,896,38,7,4726,1.0,0.3333333333333333,4
7008,1,1,-37.80118,144.95561,4,2.0,2.0,,228.0,5,43,4.829312261077838,0,8,POINT (144.95561 -37.80118),24,melbourne,15451.8,0.0038540823919998588,497,304,11,17,4426,1.0,0.3333333333333333,4
7009,1,1,-37.81401,144.95523,8,3.0,5.0,,402.0,1,46,4.527035033198625,0,8,POINT (144.95523 -37.81401),24,melbourne,15451.8,0.0038540823919998588,486,781,22,11,4585,1.0,0.5,8
7021,1,1,-37.81006,144.96205,4,2.0,2.0,,220.0,2,72,4.462617853855036,0,8,POINT (144.96205 -37.81006),24,melbourne,15451.8,0.0038540823919998588,501,1120,72,15,5004,1.0,0.5,4
7022,1,1,-37.81450032434744,144.9427674271071,2,1.0,1.0,,134.0,4,9,4.771746424413457,0,2,POINT (144.9427674271071 -37.81450032434744),24,melbourne,15451.8,0.0038540823919998588,477,158,16,4,1751,0.9,0.16666666666666666,2
7025,1,1,-37.82013,144.94099,3,1.0,2.0,,156.0,1,13,4.763340578379472,0,2,POINT (144.94099 -37.82013),24,melbourne,15451.8,0.0038540823919998588,471,143,123,2,845,0.9,0.16666666666666666,3
7027,1,1,-37.81988,144.94143,6,2.0,2.0,,293.0,3,38,4.676367395040551,0,8,POINT (144.94143 -37.81988),24,melbourne,15451.8,0.0038540823919998588,473,144,144,2,846,0.9,0.16666666666666666,5
7030,1,0,-37.80479,144.9621,3,1.0,2.0,,117.0,1,34,4.220372855708535,0,2,POINT (144.9621 -37.80479),24,melbourne,15451.8,0.0038540823919998588,500,742,20,4,4447,1.0,0.3333333333333333,2
7034,1,0,-37.80552,144.96444,2,2.0,1.0,,117.0,1,18,3.659978871240166,0,2,POINT (144.96444 -37.80552),24,melbourne,15451.8,0.0038540823919998588,498,911,21,8,4499,1.0,0.3333333333333333,2
7036,1,1,-37.81299,144.9565,4,2.0,2.0,,218.0,2,38,4.749203490654035,0,2,POINT (144.9565 -37.81299),24,melbourne,15451.8,0.0038540823919998588,489,858,40,16,5018,1.0,0.5,4
7045,1,1,-37.81557,144.96297,2,1.0,1.0,,265.0,1,6,4.485700882631906,2,3,POINT (144.96297 -37.81557),24,melbourne,15451.8,0.0038540823919998588,495,1182,138,24,4979,1.0,0.5,5
7046,1,1,-37.80899,144.97851,6,3.0,3.0,,600.0,1,27,4.967932723662793,0,8,POINT (144.97851 -37.80899),24,melbourne,15451.8,0.0038540823919998588,494,426,29,9,2430,1.0,0.3333333333333333,10
7048,1,0,-37.80482,144.96439,3,1.0,1.0,,124.0,1,8,2.233879967189548,0,2,POINT (144.96439 -37.80482),24,melbourne,15451.8,0.0038540823919998588,497,837,23,9,4483,1.0,0.3333333333333333,2
7049,1,1,-37.81464,144.9418,3,1.0,1.0,,180.0,4,1,4.999999999999999,0,2,POINT (144.9418 -37.81464),24,melbourne,15451.8,0.0038540823919998588,473,139,16,5,1430,0.8,0.3333333333333333,3
7050,1,1,-37.81234,144.94211,2,1.0,1.0,,145.0,4,4,4.751125835796936,0,2,POINT (144.94211 -37.81234),24,melbourne,15451.8,0.0038540823919998588,478,141,5,3,1793,0.8,0.3333333333333333,2
7052,1,1,-37.81557,144.96297,2,0.0,1.0,,198.0,1,188,4.653736242936206,2,3,POINT (144.96297 -37.81557),24,melbourne,15451.8,0.0038540823919998588,495,1182,138,24,4979,1.0,0.5,3
7053,1,1,-37.81406,144.94688,2,1.0,1.0,,145.0,6,5,4.7545652742867945,0,2,POINT (144.94688 -37.81406),24,melbourne,15451.8,0.0038540823919998588,485,313,6,4,3205,1.0,0.16666666666666666,2
7054,1,1,-37.81664,144.95262,2,1.0,1.0,,136.0,3,56,4.436709109686014,0,2,POINT (144.95262 -37.81664),24,melbourne,15451.8,0.0038540823919998588,479,494,36,40,3352,1.0,0.8333333333333334,2
7055,1,0,-37.80643,144.9624,3,0.0,3.0,,114.0,1,27,4.1768876375626975,0,2,POINT (144.9624 -37.80643),24,melbourne,15451.8,0.0038540823919998588,500,930,25,7,4457,1.0,0.3333333333333333,2
7057,1,0,-37.80501,144.96261,2,1.0,1.0,,114.0,1,29,4.167707559154988,0,2,POINT (144.96261 -37.80501),24,melbourne,15451.8,0.0038540823919998588,500,794,18,5,4421,1.0,0.3333333333333333,2
7058,1,0,-37.814,144.95438,8,2.0,4.0,,247.0,1,58,4.620803701302876,0,2,POINT (144.95438 -37.814),24,melbourne,15451.8,0.0038540823919998588,489,699,20,31,4515,1.0,0.6666666666666666,4
7059,1,0,-37.81449,144.95489,8,2.0,4.0,,278.0,1,27,4.50510836124799,0,2,POINT (144.95489 -37.81449),24,melbourne,15451.8,0.0038540823919998588,489,742,26,29,4445,1.0,0.6666666666666666,5
7060,1,0,-37.81469,144.95292,4,2.0,2.0,,225.0,1,60,4.499597105258736,0,2,POINT (144.95292 -37.81469),24,melbourne,15451.8,0.0038540823919998588,486,570,29,38,4009,1.0,0.6666666666666666,4
7061,1,0,-37.80518,144.96429,2,1.0,1.0,,114.0,1,29,4.363887735843465,0,2,POINT (144.96429 -37.80518),24,melbourne,15451.8,0.0038540823919998588,498,866,20,9,4500,1.0,0.3333333333333333,2
7063,1,1,-37.81133,144.95106,4,2.0,2.0,,280.0,3,0,0.0,0,8,POINT (144.95106 -37.81133),24,melbourne,15451.8,0.0038540823919998588,490,465,6,11,4758,1.0,0.3333333333333333,5
7064,1,0,-37.80604,144.96418,3,2.0,2.0,,123.0,1,17,3.800216255437297,0,2,POINT (144.96418 -37.80604),24,melbourne,15451.8,0.0038540823919998588,499,954,19,8,4481,1.0,0.3333333333333333,2
7068,1,0,-37.80629,144.96224,3,2.0,2.0,,130.0,1,16,3.9024024884784496,0,2,POINT (144.96224 -37.80629),24,melbourne,15451.8,0.0038540823919998588,499,922,25,7,4461,1.0,0.3333333333333333,2
7070,1,0,-37.80526,144.96244,3,2.0,2.0,,140.0,1,12,3.6589300445280277,0,2,POINT (144.96244 -37.80526),24,melbourne,15451.8,0.0038540823919998588,500,817,18,5,4425,1.0,0.3333333333333333,2
7071,1,1,-37.81557,144.96297,2,1.0,2.0,,265.0,1,0,0.0,2,3,POINT (144.96297 -37.81557),24,melbourne,15451.8,0.0038540823919998588,495,1182,138,24,4979,1.0,0.5,5
7072,1,1,-37.81557,144.96297,2,0.0,2.0,,198.0,1,15,4.604375158221136,2,3,POINT (144.96297 -37.81557),24,melbourne,15451.8,0.0038540823919998588,495,1182,138,24,4979,1.0,0.5,3
7073,1,0,-37.80474,144.96376,3,2.0,1.0,,136.0,1,14,3.948441875062552,0,2,POINT (144.96376 -37.80474),24,melbourne,15451.8,0.0038540823919998588,499,820,20,7,4479,1.0,0.3333333333333333,2
7076,1,1,-37.81147,144.97301,6,0.0,3.0,,350.0,30,0,0.0,0,12,POINT (144.97301 -37.81147),24,melbourne,15451.8,0.0038540823919998588,494,692,51,12,2021,1.0,0.5,6
7082,1,1,-37.815567,144.962967,2,0.0,1.0,,229.0,1,1,4.999999999999999,2,3,POINT (144.962967 -37.815567),24,melbourne,15451.8,0.0038540823919998588,495,1182,138,24,4982,1.0,0.5,4
7083,1,1,-37.81557,144.96297,3,0.0,3.0,,288.0,1,6,4.018057294036377,2,3,POINT (144.96297 -37.81557),24,melbourne,15451.8,0.0038540823919998588,495,1182,138,24,4979,1.0,0.5,5
7086,1,1,-37.815567,144.962967,2,0.0,1.0,,238.0,1,1,4.999999999999999,2,3,POINT (144.962967 -37.815567),24,melbourne,15451.8,0.0038540823919998588,495,1182,138,24,4982,1.0,0.5,4
